text|is_offensive|target
Muharrem ayının 10’uncu gününde, Uşak Işık Çakır Sultan Cemevi’nde vatandaşlarımızla bir araya geldik. Yeni Hicri yılımızın feyz ve bereketini paylaşırken, Peygamberimizin kıymetli torunu Hazreti Hüseyin Efendimizi ve tüm Kerbela şehitlerini rahmetle, hürmetle yâd ettik.|1|INSULT
"Hergün dolar-euro yükseldi mi takip etmek stres verici.
 İronik öneri:
 Hükümet vatandaşlara doları 25 TL Euro’yu 30tlden sabitlesin, 3-6ayda bir yeni seviye belirlensin. Ama alttan kur biz bilmeden yükselsin.Görünmez kur 25 olunca sınır +10 TL ile tekrar güncellensin…"|1|INSULT
"Mardin Artuklu da panolar yanıyor evde yeni doğan bebeğimiz koha hastası olan yaşlımız var hergün aynı saatte panolar yakılıyor buna acil bir durum bulunmasını arz ederim. 
 @DepsasEnrji
  @TCEnerji
  @diclehaberajans
  @tele1comtr
  @FOXhaber"|1|PROFANITY
"Ben o niyetle vurgulandığını sanmıyorum, haberin bütün verileriyle yansıtılması da hatalı değil, fakat haberi verirken “velev ki” kısmı gerçekten net olarak belirtilmeli. 
 #ZehraBayırİcinAdalet"|1|INSULT
Hergün yeni bir umutla uyandigimız güne Günaydın|1|PROFANITY
"Sonunda hastalandım hastayken vardiya tutmak da zor be. Biri de git sen dinlen demez.
 Herkes bencil, açgözlü ve yalancı. Ama yine de, başka bir gemi mümkün."|1|INSULT
en yakın dostum sarı bez oldu|1|PROFANITY
"Ankara Siteler'de bir esnaf yanında 50 Suriyeliyi kaçak olarak çalıştırmasını böyle savundu: ""Çalışmıyor Türk. Türkler haftalık 1.500 ve sigorta istiyor. Suriyeli sabah 08.00-19.00 arası sigortasız 1.000 liraya çalışıyor. Aç oldukları için çalışıyorlar."""|1|INSULT
"Askeri Dünya İttifakı gizli operasyonları, son yıllarda üst düzey asalak seçkinleri, soy ailelerini ve gizli toplulukları etkisiz hale getirdi.
 
 Vatikan Şehri, Londra Şehri, Washington DC, Federal Rezerv ve merkez bankalarının tümüne el konuldu."|1|INSULT
"Yok abi biz büyümeyeceğiz 
 @ozlem_ulgen"|1|INSULT
Hayattaki en zor şeylerden birisi almanci kuzenlerinin olması kendini ezik hissediyorsun yanlarında|1|INSULT
Öğretmenlikte uzmanlık olmaz.( Doktorla kıyaslıyorum) Çünkü veli ya da öğrenci öğretmen tercihi yapamaz. Uzman ya da Başöğretmen velev ki uzman oldu ve hakkını veriyor. Uzman olmayan öğretmenin öğrencisinin suçu ne bu durumda? #mebsınaviptal|1|PROFANITY
Ulkucu harekete hayatimi adamak icin ciktigim yola arap teroristlerin kevgire donen sinirdan girdigi ulkemde Turk kadinini taciz etmesine goz yumarak devam ediyor olsaydim liderimden bayaa utanirdim. Ulkemi arap'a satanlarin elini opmesinden de. Ama siz daha iyi bilirsiniz|1|PROFANITY
Hocam çaya hakaret olmuyor mu kahve fotosu koymak. Siz daha iyi bilirsiniz de hocam. Bu yanlisinizdan dönün bence|1|INSULT
1.90 altı erkekler bacımdır|1|INSULT
1.98 boy, geniş omuzlu erkek yangını yapan anon tw kızları|1|INSULT
Allahım bu sivilceli kızın suratındaki sivilceleri yok et nolur|1|PROFANITY
Ama sizde rica edebilirsiniz kızlar lütfen selülitli bacaklarınızı atmayın diye  ben erkekler foto attığı için değil bacaklarını atıkları için söyledim|1|INSULT
berberime hayır diyemediğim için kaşıma ve saçıma çizik attı biraz önce achhh erkek olmak çok zor amk|1|PROFANITY
"Bin kere izlesem bıkmam.
Bill Burr - Meriçler ve kızgın karıları / kız arkadaşları (Türkçe alt yazılı) https://odysee.com/@erkekadam:a/bill-burr-mericler-ve-karilari:2?r=7wDSPomi8jD4fskSwmr1cg1pq7MFM4aq… #Odysee"|1|INSULT
Böyle götü olmayan da kendine erkeğim demesin!!|1|PROFANITY
Böyle nude çekmeyen kendine erkeğim demesin desem|1|INSULT
Bunu inek memesiyle mi selülitli toynaklatınla mı yapcan teyze|1|INSULT
Dekolteli foto paylaşmadığım halde bana çok güzel çıktığımı söyleyen erkekler bundan sonra baş tacım|0|OTHER
Düzgün bir ergen olmanın sonucu: Derslerinde başarılı, okuluna bağlı erkek ergenler daha kadınsı algılanmış ve zorbalığa daha fazla maruz kalmışlar.|1|INSULT
"Egosu yüksek Türk erkeği;
Para kazanmaya başladıktan sonra yürüyüşü değişir.
 Takım elbise giydiğinde bürokrat ya da iş adamı, spor giyince kendini Avrupalı zanneder.
Aynaya bakmadan kadınlara not verir. 
""Kadın dediğin"" diye başladığı cümlenin sonunu ""itaat etmeli"" diye bitirir."|1|PROFANITY
Emin ol o sivilceli kızların sikinde bile değilsin|1|PROFANITY
Erkek adam insta profilini düzeltmeye çalışır ve beceremez sonra tüm fotoğrafları arşivler|1|INSULT
Erkek olsam yemin ederim dönüp bakmam aw kadın dediğin ele gelmeli bune böyle hem bu arada korseni fazla sıkmışsın açta az nefes al bacım|1|PROFANITY
"erkek: beyin ameliyatım çok başarılı geçti

kız: küçük meme elitliktir, kalın bacağı savunacağız, büyük poposu olmayan kendine kızım demesin, erkek dediğinin en az 58 cm dalgası olur

erkek: ne diyon len mq kızı

(kız erkeğe beynini vermiştir)"|1|INSULT
eski sevgilisiyle hala iletisimde olan erkekler ve uzun iliskiden yeni cıkmıs erkekler beni cok ürkütüyor|1|INSULT
Göbek var ,selülit var, bekliyorum sekülerlerin hepsi selülitli haberi yapsınlar ahahah|0|OTHER
göt varken yemeğe bakan da kendine erkeğim demesin.|1|INSULT
ingilizler erkek futbolunu kapatin kardesim daha cok beklersiniz bak kadinlar aldi kupayi tertemiz|1|INSULT
Kadın ve erkeği birbirlerine elbise yaptık diyor Mevlamız. O halde kadını erkek, erkeği de kadın örter ve tamamlar. Bu iki kutup, nikah yolu ile birleşmeli ve salih evlat yetiştirmek için yaşamalıdır. Bu yüzden kızlar anne, erkekler baba olmak için yetiştirilmelidir.|1|INSULT
Kadınlar niye sarkık selülitli bedenini yada 35 kiloluk kürdan bedenini fizik zannediyo ???|1|INSULT
Kadinlarinda yüzde 90 inin bacakları cirkin ,selülitli ve orantisiz ayrica popolari sekilsiz.Lütfen short giymeyin midemiz kalkiyor :))|1|INSULT
kalem kagıt cikarip hesap yaparak hataysporu sampiyon cikarmayan kendine erkegim demesin amq bende böyle oldu çünkü|1|INSULT
"kızlar manitanıza bu fotoyu atıp""yanlış oldu kızlaraydı bu""yazıp cevapları ssler misiniz eğlenelim birazz"|1|INSULT
"Kızlar, kendi aralarında, ""şu delikanlının gönlünü kim çalabilir?"" diye iddiaya giriyor. Kızlardan biri zaferi kazanıyor ve süreç evliliğe gidiyor. kadın ""benden buraya kadar!"" deyip,ilk gecenin sabahında adamı yapayalnız bırakıp, arkadaşlarının yanına gidiyor. Üç ay #evlilik"|1|INSULT
kizlar inanayim mi|1|INSULT
Konuyla 1.71 ne alaka awk yazanların yarısıda 160 boyuyla 1.90 olmayanda kendine erkeğim demesin diyen tipler|1|INSULT
Mersin Üniversitesi Tıp Fakültesi’ne 2010-2020 yılları arasında 1360 çocuk, 295 erişkin olmak üzere 1655 cinsel istismar vakası başvurdu. Bunların 288’inin ensest olduğu ortaya çıktı. Verilere göre vakaların yüzde 87’si çocuk. Saldırganların ise yüzde 98.3’ü erkek.|1|INSULT
Neden bilmiyorum ama küpe takan erkekler bana çok karizmatik geliyor|1|INSULT
Nihat Doğan hayranı ile evlenmiş. Aklım almıyor böyle bir cisme kim neden hayran olur? Yaz Google’a uzak durulacak erkekler listesinde ilk onda çıkar kendisi.|1|PROFANITY
ODTÜ'yü kazandığımda mahalleden, yaşadığımız ilçeden tanıdık tanımadık birileri annemi babamı arayıp kızınızı sakın oraya göndermeyin diye korkutmaya çalıştılar. Yurt hakkım çıktı, aman ha kızlar tuvalette bebek düşürüyor dediler.|1|PROFANITY
ODTÜ’lü öğrenciler, Odtufans isimli bir web sitesi kurdu. Belirlenen bağış miktarına ulaşıldıkça sitede bulunan çıplak görüntülerin sansürsüz halleri yayınlanıyor. Öğrenciler, bunu “Kadın bedeninin politikleştirilmesine” karşı yaptıklarını açıkladı.|1|INSULT
Oğlum asla çocuğu olsun istemezmiş. E ben babaanne olmak istiyorum dedim. Anne senin göbeğinde piercing var senden babaanne olur mu hiç diyo|1|INSULT
önceden twitter kurgudan geçilmiyordu, her gün onlarca mizah tweeti favlıyorduk. kimi kalın bacağı küçük memeyi savunuyordu, kimi şöyle olmayan kendine kadınım erkeğim demesin diyip kendini paylaşıyordu.. aynı gençlik felç geçirmiş yaprak dökümü ali rıza gibi ekonomi twiti atıyor|1|INSULT
Kadınla erkegin arasındaki bagları tamamen koparın boşanan çiftleri ekonomik olarak birbirlerine baglı bırakıyorsunuz sonra kadına şiddet naraları atıyorsunuz şiddetin en büyük sebebi süresiz nafakadır #SeçimlerdenÖnceAdaletYoksaOyMoyYok|1|INSULT
allah ortamci kari kiz diye olup biten hoduk anlayissiz piclerden uzak tutsun salavat zinciri amin|1|INSULT
sen begenmiyosun diye sutyensiz mi gezelim amcik kes sesini|1|INSULT
Evet eğlenceli ama bacakların çok çirkin. Çarpık bacaklı|1|INSULT
Abla sen kimsin ve benim tırnaklarımdan boyumdan kilomdan sanane|1|INSULT
Bitli kiz|1|INSULT
Fenomen olmak için hemcinslerini döven 2 kız çocuğu serbest bırakıldı.|1|INSULT
Sarıdan koyu siyahtan açık kumral desem kumrallara hakaret,bok saçlı at ağızlı karı düşkünü flörtün hayırlı olsun canım benim  sanada bu yakışırdı.. Allah tamamına erdirsin.|1|PROFANITY
@coskun_melek  inde bende tüysüz bamya olarak kayıtlı olduğu doğrudur|1|INSULT
ilk cocuk erkekse, ezildigi kadar yüceltilir. en kücük cocuk kızsa, sımartılır. ortanca cocugun erkek olması cocugu bi nebze görünür kılabilir ancak kızsa cok üzücü. bütün bunlar yasadıgım ve gözlemledigim seyler oldugu icin dogrulugundan eminim|1|INSULT
Yani olay şurda patlıyor, aşırı dışarı çıkıp ortamcı olan kızla olmaz. Öyle ortamlarda illa bir şeyler olur,birisinde olmasa 10. Gidişinde olur, bu su gibi berrak bir şey.|1|PROFANITY
Güzele kaşar, yakışıklıya züppe dersin , devam et bıyıklı kız sen mükemmelsin..!!!  #GeceyeBirNot #iyigeceler|1|PROFANITY
Kadına şiddet ve kadın cinayetleri olmalı bence.|1|PROFANITY
Ayy sus artık allah kahretsin seni çarpık bacaklı kezban|1|INSULT
Vaziyet bu Ya Allahın yaratıp donatıp rızıkverdiği kullar onun buyruğuna uyup   temiz Bir hayat yaşayacak dostolacak yada. Nefsin Arzu istek şehvet vahşet isteklerine göre yaşayıp  Allahın gazabına uğrayacaksınız iyi. Düşünün  sizden öncekilerin. Hayatlarını ve akibetlerinidüşünü|1|INSULT
Şişme sarı çiyan|1|INSULT
Aramızda iki metre var ve sen leş gibi kokuyorsun|1|PROFANITY
Çarpık bacaklı kız kusursuzu arıyor|1|INSULT
Haberlerde İstanbul sözleşmesinin Danıştay'dan dönmesini protesto eden kadınlarımızı gördüm..İşte Türk kadını. Cesur,Vatansever,hakkını arayan ...|1|INSULT
Erkekler ? Pısırık ,çakma delikanlı,korkak.....devamını yazmayayım.|1|INSULT
Bu sitenin asıl kasarlari memesini atanlar degil istisnasız her kizi lincleyen anon erkeklere yaranmak icin onlar gibi davranan turbanlilardir|1|INSULT
Sarı çiyan tahrik etti|1|PROFANITY
%100 Ya bu meymenetsiz fosil artıklarına ne demeli,sözde herbiri Anne olacak.  Düşünsenize bunların doğurdukları kendileri gibi olan mahlukları…!|1|INSULT
Sürtük deyince susanlar, “hanım kız” deyince nasıl ciyaklıyorlar!  Sanki kadın hakları savunucuları hepsi…  Bakanından yazarına ya da alayı troll olan kitle…|1|PROFANITY
turk kizlari dunyadaki en kolay kizken turk erkeginin buna ragmen incel olarak hayatina devam etmesi... inanilmaz bir eziklik twitter.com/falanfilanulen…|1|PROFANITY
Allahımmm bu kadar güzel tatlı çıtır bir insan olabilir miiii #nisabölükbaşı  @BolukbasiNisa|1|INSULT
Sümsük Karı|1|INSULT
Amk keli ya azmadığım tek erkek|1|PROFANITY
Eşitlik mücadelemizden de , haklarımızdan da, İstanbul Sözleşmesi’nden de vazgeçmiyoruz. #istanbulsoezlesmesindenvazgecmiyoruz  #BizimİçinBitmedi|1|INSULT
bıyıklı kız mı olur amınakoyim ya|1|INSULT
Homolar kötüdür.|1|INSULT
Okuldaki aptallar ölse 20 saat halay çekerim sınıfımızda sapık bir çocuk var ve arkadaşımın göğüslerine dokundu fakat sınıfın aptal başkan yardımcımız sırf sapık çocuğu sevdiği çocuk savunuyor diye kız bana yapmadığını bırakmadı kaşar|1|INSULT
orta okuldaki erkek arkadaşımla ayrılmamın tek nedeni saçlarını sıfıra vurmasıydı :-D Bok gibi olmuş kabak kelle :'-(|1|INSULT
"o degil de ben bizim okuldaki melisadan kurtulmak icin 1 yil daha beklicem kiz yapisti resmen ""lezim"" diye agzimdan laf almaya calisiyo sikicem agzini yuzunu"|1|INSULT
Bizim sınıfta bi kız vardı Funda , bigün sınıfın ortasında bileklerini kesmişti , sebep köydeyken kuzeninin ahırda pantolonunu indirmeye çalışıp zaten evlenicez demesiymiş , sonra okulu bıraktı zaten evlendi sanırım o pislikle|1|INSULT
Okuldaki kızlardan not istiyorum sanki canlarını istiyorum hainler vatan hainleri|1|INSULT
Ankaranın en şerreefssiiz evladı erkekleri bizim dershanede yeminle hepsi toplanmış|1|PROFANITY
Erkekler mal işte amk bizim sınıfta biri kan, çiş aynınyerden gelio sanıo amk|1|INSULT
Okuldaki erkek hocaların götüne girip, burda kaşmerlik edip duyar kasmayın kızlar|1|INSULT
ben okuldaki erkek kankama BTS BS&T dinletmiştim 8. sınıfta. okulda mani mani diye dolaşıyordu hsgsjagjsgsj derste birliktebdedikodu yapıyorduk ama şu an konuşmuyoruz... neyse güzel zamanlardı|1|PROFANITY
erkek arkadaşım sen çal kapımı çekilen mimarlık ofisinde çalışıyor oraya gelen fanlardan bahsediyor                                       o sırada me:|1|PROFANITY
Bu karıyı babası emzirmiş it soyu|1|INSULT
Yokki bi sevgilimiz siktiğimin Fenerbahçe maçına gidelim diyorum kız arkadaşım olmadan Fenerbahçe maçına gitmeyi düşünmüyorum.|1|INSULT
okuldaki kiz birz daha beni her gordugunde gulumseyip ardindn takmiomus gibi davranmya devm ederse olau cikicakk...dengesiz misin amk|1|INSULT
Bursa'nın Osmangazi ilçesinde Mithatpaşa Ortaokulu Müdürü Haydar Akın, okuldaki kız öğrencilerle erkek öğrencilerin ayrı sıralara oturtulması için öğretmenlere yazı gönderdi. Tepkiler üzerine Kaymakamlık, Akın hakkında soruşturma başlatıldığını duyurdu.|1|INSULT
Türk kızlarının koreli erkek hayranlığını anlayamıyorum sakalsız erkek mi olur bildiğin susamsız simit|1|INSULT
Justin Bieber gerizekalıdır, sevenleri de öyle ne yazık ki.. Bileklerini tüysüz bamya için kesen kızlardan ne bekleyebiliriz ki..|1|INSULT
Ortalık tokyo görünümlü bıyıklı kız dolu|1|PROFANITY
Çarpık bacaklı kızlardan korkun dhdhd|1|INSULT
Aldatan zorbalardan tiksiniyorum meymenetsiz picler|1|PROFANITY
Bana bak kızım senin anlayacağın şeyler değil bunlar kafan basmaz yani! Elinin hamuruyla bulaşma her boka awk ! @aytenlikadin|1|INSULT
Kes lan mk karısı|1|INSULT
Erkek sözü ver lan yarraam|1|PROFANITY
Köpeğim suratına sıçsın senin namussuz karı|1|PROFANITY
Sonra gitti ortamlarda ben erkeğim diye anlattı Bacısını siktiren gavat pezevenk|1|PROFANITY
domal kızım gizli çekim|1|INSULT
Her kadın ana olmuyor bu siktiğimin karısı olmasa daha iyiymiş ulan çocuk 9 yaşında lan 9 ! #herkesanaolmasın|1|INSULT
Bunca zaman sadece tc erkeklerine laf ettigim icin ozur dilerim, erkek her yerde erkekmis, avrupalisi da amerikalisi da ayni bok ya. Erkekler kapatilsin lutfen|1|PROFANITY
Sevgilime poğaça yapmak için mutfağa girdim dolapta maya olduğunu iddia etti. Mayanın son kullanma 2009. Erkekler kapatılsın lütfen.|1|INSULT
araplari sikmem bile pladar pis milletki sen git kendine arap kari al amk yavsagi|1|INSULT
Gece 2de acıkan midemi taksim meydanında zenciler siksin amk.|1|PROFANITY
"Gecenin 2sinde hoparlör açıp bangır bangır kına gece müzikleri dinleyen ve uykumuZdan eden her kim yada kimlerse senin babana müjdeleyının ta amk.Ermeni bozması yunan tohumu OROSPU ÇOCUĞU SENİ!!
Siktir git Geber piçin soyu!!!"|1|INSULT
"Gezegenimizde yüzbinlerce yıl önce başlayan, sonradan buraya gönderilen canlı türü olan insanın burada istenmeme sorunsalı hala devam etmektedir.
Özgür iradeye müdahale etmeme kriteri nedeniyle insan ırkını korkutarak ve inandırarak kendi kendilerini yok etmeleri sağlanmaktadır.."|1|INSULT
Kimse bu yunan tohumu beni bulsun sahtekar amk lan İnönü komutan dır beynini sittimin akp lisi|1|INSULT
Laikler ve kemalistler senin ananı bacını siksin orospunun evladı. Bok oğlu bok yunan tohumu adi şerefsiz piç...|1|INSULT
siktirip gideceksiniz o boklu ülkelerinize! pis arap|1|INSULT
Vay aq ingilizlerin|1|PROFANITY
Bu zenciler de hep kapkara aq|1|PROFANITY
Senin ben ananı bacıni sikim pis arap çölde birbirinizi sikiyosunuz şerefsizler|1|INSULT
Hoşt lan köpek. NE KÜRDISTANI ULAN siktirme kürtleri|1|PROFANITY
Savaştan kaçmış kansız köpekleri bana din kardeşi diye yutturan gerizekalı insanlar beni takip etmesin lütfen çünkü benim askerim bugün şehit oldu Oruspu çocuğu Suriyelilerde plajda karı kız götü çeksin MKonlar yüzünden bütün yazı evde geçiriyorum sahile gitmeye korkuyorum|1|INSULT
Amedspor'a haksızlık yapıp önüne engeller koyarak halkı karşınıza almayın.Bu Arma Sokakta Oynasa Bile Bizler Kaldırımda Destekleriz.Ama Hiçbir Talana Yandaşlığa Ve peşkeşliğe İzin Vermedik Vermeyeceğiz.. #StadyumlarHalkındır|1|PROFANITY
Sen insan değilsin o çocuğun tırnağı kadar olamazsın.|1|INSULT
“Herkese teşekkür ediyorum. Videodakilere de teşekkür ediyorum. Bütün sevinenlere ve sevinmeyelere de teşekkür etmek istiyorum.”  Çok güzel bir insansın Ahmet. İyi ki geldin! #BenBirİnsanım|1|INSULT
Seni Şişko,Obez ,Açgözlü ABD|0|OTHER
Irak Necef kenti ve bir çok yerinde daha Türk bayrakları yakılıyor  biz o bayrak uğruna dünyayı yakarız eğer şu anda bu ülkenin karar veren mekanizmalarının başında olsaydım emin olun Türk ordusu dün gece Irak’a girmiş olurdu.|1|INSULT
"Aha geldi! Diyecek ""telefonunu çıkart.""  Bu Z kuşaği harika bişey tam Duygularimuza Tercuman Oluyor..:) . . ."|1|INSULT
SOSYAL DUYARSIZLIK  #Fransa'da yapılan bir sosyal deneyde, yoldan geçenlerin gözleri önünde #çocuk kaçırılmasına Fransızlar tepkisiz kaldı.|1|INSULT
Lan sıcaktan eridim. Ben bu sıcakta nasıl çalışacam aqq. Lan zenciler üç beş arap daha kesin aq. Ne güzel durmuştu aq işi.|1|INSULT
Kandilin fino köpeği HAWLAMAYA başlamış her gün birinizi bir gün hepinizi sen de sıranı bekle it soyu|1|INSULT
Okuldaki erkek dedikodusunu özledim yav ne güzel gülerdik hep beraber.|1|INSULT
İNSANLIK TARİHİNİN EN OROSPU COCUGU MİLLETLERİ   -ingilizler  -ruslar -çinliler  -sırplar|1|INSULT
O şerefsiz dünya önce Avrupa’daki maçlarda açılan köpek soyu terör örgütlerinin paçavraları açıldığında duruş göstersin. Benim ülkemde, dünyadaki  konjektür içinde yapılan bir hata bütün takıma mal edilemez. Bu ülkede otobüs kurşunladılar, kimse bu kadar konuşmadı, yazıklar olsun|1|INSULT
